,district,month,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7
15,06,07,0.08067598938941956,0.09292908757925034,0.15790091454982758,0.021346300840377808,0.27388912439346313,0.1258951872587204,0.19234003126621246,0.05502332001924515
16,07,07,0.2072947919368744,0.06781978160142899,0.1445498764514923,0.03150404244661331,0.23914605379104614,0.037904538214206696,0.04134624823927879,0.23043470084667206
17,08,07,0.0,0.06629066169261932,0.0,0.0335831344127655,0.0,0.033886052668094635,0.4697931110858917,0.393764853477478
18,09,07,0.030324552208185196,0.3410600423812866,0.0,0.2813689708709717,0.15931032598018646,0.0,0.06337019056081772,0.12258978188037872
19,10,07,0.0320449061691761,0.23772978782653809,0.057923574000597,0.08731953799724579,0.23653364181518555,0.1700914353132248,0.0636446550488472,0.1147124320268631
20,01,08,0.05465393513441086,0.15326371788978577,0.08013676106929779,0.104249969124794,0.2137434482574463,0.04626090079545975,0.2371429055929184,0.11054835468530655
21,02,08,0.06356159597635269,0.1275055855512619,0.056446902453899384,0.036009255796670914,0.051551200449466705,0.03197522088885307,0.5633190274238586,0.0696311965584755
22,03,08,0.07361555844545364,0.23745650053024292,0.06382466107606888,0.2993890643119812,0.12814541161060333,0.08628267794847488,0.05489017441868782,0.056395918130874634
23,04,08,0.0,0.22934585809707642,0.025356557220220566,0.0,0.04327560216188431,0.10287817567586899,0.1898042857646942,0.40849506855010986
24,05,08,0.011128036305308342,0.14189696311950684,0.13042819499969482,0.026506200432777405,0.03401583060622215,0.24899184703826904,0.3715468645095825,0.03548610582947731
25,06,08,0.0613623782992363,0.07940705120563507,0.25042933225631714,0.19077742099761963,0.17556189000606537,0.0491604208946228,0.16761422157287598,0.02568724937736988
26,07,08,0.0,0.2727075219154358,0.0,0.16635215282440186,0.28565680980682373,0.0,0.05318301543593407,0.22100718319416046
27,08,08,0.0,0.16857261955738068,0.0,0.0,0.7498752474784851,0.0,0.07744453102350235,0.0
28,09,08,0.0,0.34159114956855774,0.0,0.0,0.332263708114624,0.0,0.11703139543533325,0.20398269593715668
29,10,08,0.04919776692986488,0.30229270458221436,0.09150908887386322,0.05320613458752632,0.28257155418395996,0.018794015049934387,0.16257143020629883,0.03985730558633804
30,01,09,0.04208425432443619,0.19656647741794586,0.10405579209327698,0.09885989129543304,0.21095240116119385,0.07471812516450882,0.1838681846857071,0.08889484405517578
31,02,09,0.06602086126804352,0.08543131500482559,0.0684501975774765,0.03699126094579697,0.07289279997348785,0.05004601925611496,0.574636697769165,0.04553087428212166
32,03,09,0.0433424636721611,0.19194892048835754,0.046213001012802124,0.27932509779930115,0.14486588537693024,0.05525771155953407,0.18101021647453308,0.05803672596812248
33,04,09,0.08300171792507172,0.2720019817352295,0.0706060454249382,0.016164505854249,0.10286275297403336,0.11730364710092545,0.09627430886030197,0.24178501963615417
34,05,09,0.0497773103415966,0.18489454686641693,0.13848693668842316,0.07329125702381134,0.17084956169128418,0.23676596581935883,0.05678467079997063,0.08914975821971893
35,06,09,0.10189710557460785,0.06430312246084213,0.20565834641456604,0.07372630387544632,0.119953952729702,0.13731935620307922,0.21573536098003387,0.08140650391578674
36,07,09,0.0,0.18450015783309937,0.28370344638824463,0.11099560558795929,0.20402520895004272,0.05590470880270004,0.03999731317162514,0.12077263742685318
37,08,09,0.0,0.0,0.0,0.6795313358306885,0.22734421491622925,0.07963994890451431,0.0,0.0
38,09,09,0.0,0.0,0.036850858479738235,0.0,0.0,0.0,0.21443434059619904,0.7416893839836121
39,10,09,0.055993396788835526,0.3579564392566681,0.08922392874956131,0.06395168602466583,0.21694675087928772,0.05093797668814659,0.11164505034685135,0.05334475263953209
40,01,10,0.0743771567940712,0.16265839338302612,0.13211973011493683,0.0790695995092392,0.17025317251682281,0.08899028599262238,0.18594031035900116,0.1065913513302803
41,02,10,0.05188843607902527,0.11226756125688553,0.06743815541267395,0.04317321628332138,0.0927283763885498,0.0525539293885231,0.538219153881073,0.04173119738698006
42,03,10,0.0617348738014698,0.1603834331035614,0.0966845452785492,0.0681505799293518,0.19491533935070038,0.08031890541315079,0.23287637531757355,0.10493596643209457
43,04,10,0.04877215251326561,0.18136180937290192,0.15964548289775848,0.09571175277233124,0.1430831104516983,0.06947076320648193,0.22925083339214325,0.07270406931638718
44,05,10,0.06649521738290787,0.12333571165800095,0.11884322017431259,0.055674273520708084,0.10714602470397949,0.1020270586013794,0.30363523960113525,0.12284328043460846
45,06,10,0.0729023739695549,0.20090694725513458,0.17879633605480194,0.044213827699422836,0.1811763197183609,0.03244093805551529,0.21477758884429932,0.07478564977645874
46,07,10,0.03666931390762329,0.1107880249619484,0.16302785277366638,0.1015428826212883,0.1901543289422989,0.0980013981461525,0.20316055417060852,0.09665559977293015
47,08,10,0.07603854686021805,0.1482594907283783,0.09366670995950699,0.06469716876745224,0.08079531788825989,0.10093121230602264,0.28586626052856445,0.14974531531333923
48,09,10,0.03719654306769371,0.1189928650856018,0.08803664892911911,0.09914486855268478,0.24271555244922638,0.13752542436122894,0.16568832099437714,0.11069975793361664
49,10,10,0.0522010400891304,0.17690110206604004,0.07212576270103455,0.10807251185178757,0.16407617926597595,0.0654740259051323,0.2906714081764221,0.07047796994447708
50,01,11,0.0,0.069613017141819,0.24754370748996735,0.05526977777481079,0.18444745242595673,0.01538012083619833,0.2453988641500473,0.18194594979286194
51,02,11,0.07185167074203491,0.1043492779135704,0.13649392127990723,0.11945827305316925,0.12045291066169739,0.06371073424816132,0.24479739367961884,0.1388857662677765
52,03,11,0.08361203223466873,0.07823377847671509,0.08623842895030975,0.10164857655763626,0.17126159369945526,0.08965793251991272,0.2896327078342438,0.09971494972705841
53,04,11,0.16810397803783417,0.13548842072486877,0.024001456797122955,0.0619787760078907,0.10608690232038498,0.06053399667143822,0.12986363470554352,0.3139428496360779
54,05,11,0.08733287453651428,0.14502547681331635,0.10479063540697098,0.07798991352319717,0.16076427698135376,0.07228199392557144,0.22887806594371796,0.12293674796819687
55,06,11,0.08206998556852341,0.14645229279994965,0.15554943680763245,0.0,0.28966620564460754,0.08983366191387177,0.14905759692192078,0.08715923875570297
56,07,11,0.05873671919107437,0.1395261138677597,0.14078180491924286,0.05800080671906471,0.14669781923294067,0.05273432657122612,0.3283602297306061,0.07516222447156906
57,08,11,0.07830454409122467,0.17268671095371246,0.07639577239751816,0.15676793456077576,0.14170286059379578,0.15520507097244263,0.10513558983802795,0.113801509141922
58,09,11,0.07379481941461563,0.16481831669807434,0.11611854285001755,0.08451783657073975,0.1042734831571579,0.03597649931907654,0.40903639793395996,0.011464071460068226
59,10,11,0.08212476223707199,0.1732364147901535,0.16764695942401886,0.08065947145223618,0.11888612806797028,0.08946740627288818,0.1809718906879425,0.10700691491365433
